Close Year,Date Stamp,Number of Records (copy),Number of Records,Type Desc,Uniq Id,Allegation Desc
2008,5/12/17,1,1,Discourtesy,2772,Word
2008,5/12/17,1,1,Discourtesy,2775,Word
2008,5/12/17,1,1,Discourtesy,2778,Word
2008,5/12/17,1,1,Discourtesy,2788,Word
2008,5/12/17,1,1,Discourtesy,2837,Word
2008,5/12/17,1,1,Discourtesy,2901,Word
2008,5/12/17,1,1,Discourtesy,2902,Word
2008,5/12/17,1,1,Discourtesy,2903,Word
2008,5/12/17,1,1,Discourtesy,2950,Word
2008,5/12/17,1,1,Discourtesy,2966,Word
2008,5/12/17,1,1,Discourtesy,2967,Word
2008,5/12/17,1,1,Discourtesy,2968,Word
2008,5/12/17,1,1,Discourtesy,2969,Word
2008,5/12/17,1,1,Discourtesy,2970,Word
2008,5/12/17,1,1,Discourtesy,3019,Word
2008,5/12/17,1,1,Discourtesy,3021,Word
2008,5/12/17,1,1,Discourtesy,3024,Word
2008,5/12/17,1,1,Discourtesy,3050,Word
2008,5/12/17,1,1,Discourtesy,3052,Word
2008,5/12/17,1,1,Discourtesy,3056,Word
2008,5/12/17,1,1,Discourtesy,3064,Word
2008,5/12/17,1,1,Discourtesy,3130,Word
2008,5/12/17,1,1,Discourtesy,3188,Word
2008,5/12/17,1,1,Discourtesy,3189,Word
2008,5/12/17,1,1,Discourtesy,3227,Word
2008,5/12/17,1,1,Discourtesy,3289,Word
2008,5/12/17,1,1,Discourtesy,3333,Word
2008,5/12/17,1,1,Discourtesy,3349,Word
2008,5/12/17,1,1,Discourtesy,3351,Word
2008,5/12/17,1,1,Discourtesy,3352,Word
2008,5/12/17,1,1,Discourtesy,3354,Word
2009,5/12/17,1,1,Discourtesy,2743,Action
2009,5/12/17,1,1,Discourtesy,2850,Action
2009,5/12/17,1,1,Discourtesy,2854,Action
2009,5/12/17,1,1,Discourtesy,2946,Action
2009,5/12/17,1,1,Discourtesy,3177,Action
2009,5/12/17,1,1,Discourtesy,3238,Action
2009,5/12/17,1,1,Discourtesy,3291,Action
2009,5/12/17,1,1,Discourtesy,3292,Demeanor/tone
2009,5/12/17,1,1,Discourtesy,2508,Word
2009,5/12/17,1,1,Discourtesy,2509,Word
2009,5/12/17,1,1,Discourtesy,2521,Word
2009,5/12/17,1,1,Discourtesy,2522,Word
2009,5/12/17,1,1,Discourtesy,2523,Word
2009,5/12/17,1,1,Discourtesy,2524,Word
2009,5/12/17,1,1,Discourtesy,2525,Word
2009,5/12/17,1,1,Discourtesy,2557,Word
2009,5/12/17,1,1,Discourtesy,2582,Word
2009,5/12/17,1,1,Discourtesy,2618,Word
2009,5/12/17,1,1,Discourtesy,2632,Word
2009,5/12/17,1,1,Discourtesy,2671,Word
2009,5/12/17,1,1,Discourtesy,2685,Word
2009,5/12/17,1,1,Discourtesy,2728,Word
2009,5/12/17,1,1,Discourtesy,2741,Word
2009,5/12/17,1,1,Discourtesy,2742,Word
2009,5/12/17,1,1,Discourtesy,2744,Word
2009,5/12/17,1,1,Discourtesy,2745,Word
2009,5/12/17,1,1,Discourtesy,2746,Word
2009,5/12/17,1,1,Discourtesy,2785,Word
2009,5/12/17,1,1,Discourtesy,2797,Word
2009,5/12/17,1,1,Discourtesy,2798,Word
2009,5/12/17,1,1,Discourtesy,2851,Word
2009,5/12/17,1,1,Discourtesy,2852,Word
2009,5/12/17,1,1,Discourtesy,2853,Word
2009,5/12/17,1,1,Discourtesy,2855,Word
2009,5/12/17,1,1,Discourtesy,2890,Word
2009,5/12/17,1,1,Discourtesy,2904,Word
2009,5/12/17,1,1,Discourtesy,2905,Word
2009,5/12/17,1,1,Discourtesy,2906,Word
2009,5/12/17,1,1,Discourtesy,2956,Word
2009,5/12/17,1,1,Discourtesy,3003,Word
2009,5/12/17,1,1,Discourtesy,3022,Word
2009,5/12/17,1,1,Discourtesy,3023,Word
2009,5/12/17,1,1,Discourtesy,3025,Word
2009,5/12/17,1,1,Discourtesy,3062,Word
2009,5/12/17,1,1,Discourtesy,3076,Word
2009,5/12/17,1,1,Discourtesy,3099,Word
2009,5/12/17,1,1,Discourtesy,3103,Word
2009,5/12/17,1,1,Discourtesy,3105,Word
2009,5/12/17,1,1,Discourtesy,3115,Word
2009,5/12/17,1,1,Discourtesy,3159,Word
2009,5/12/17,1,1,Discourtesy,3161,Word
2009,5/12/17,1,1,Discourtesy,3164,Word
2009,5/12/17,1,1,Discourtesy,3178,Word
2009,5/12/17,1,1,Discourtesy,3190,Word
2009,5/12/17,1,1,Discourtesy,3236,Word
2009,5/12/17,1,1,Discourtesy,3237,Word
2009,5/12/17,1,1,Discourtesy,3239,Word
2009,5/12/17,1,1,Discourtesy,3240,Word
2009,5/12/17,1,1,Discourtesy,3241,Word
2009,5/12/17,1,1,Discourtesy,3242,Word
2009,5/12/17,1,1,Discourtesy,3243,Word
2009,5/12/17,1,1,Discourtesy,3290,Word
2009,5/12/17,1,1,Discourtesy,3293,Word
2009,5/12/17,1,1,Discourtesy,3355,Word
2010,5/12/17,1,1,Discourtesy,2633,Action
2010,5/12/17,1,1,Discourtesy,2884,Action
2010,5/12/17,1,1,Discourtesy,2688,Demeanor/tone
2010,5/12/17,1,1,Discourtesy,3298,Demeanor/tone
2010,5/12/17,1,1,Discourtesy,2505,Word
2010,5/12/17,1,1,Discourtesy,2519,Word
2010,5/12/17,1,1,Discourtesy,2520,Word
2010,5/12/17,1,1,Discourtesy,2526,Word
2010,5/12/17,1,1,Discourtesy,2527,Word
2010,5/12/17,1,1,Discourtesy,2528,Word
2010,5/12/17,1,1,Discourtesy,2529,Word
2010,5/12/17,1,1,Discourtesy,2553,Word
2010,5/12/17,1,1,Discourtesy,2554,Word
2010,5/12/17,1,1,Discourtesy,2560,Word
2010,5/12/17,1,1,Discourtesy,2583,Word
2010,5/12/17,1,1,Discourtesy,2634,Word
2010,5/12/17,1,1,Discourtesy,2635,Word
2010,5/12/17,1,1,Discourtesy,2636,Word
2010,5/12/17,1,1,Discourtesy,2637,Word
2010,5/12/17,1,1,Discourtesy,2638,Word
2010,5/12/17,1,1,Discourtesy,2639,Word
2010,5/12/17,1,1,Discourtesy,2640,Word
2010,5/12/17,1,1,Discourtesy,2666,Word
2010,5/12/17,1,1,Discourtesy,2686,Word
2010,5/12/17,1,1,Discourtesy,2687,Word
2010,5/12/17,1,1,Discourtesy,2689,Word
2010,5/12/17,1,1,Discourtesy,2747,Word
2010,5/12/17,1,1,Discourtesy,2748,Word
2010,5/12/17,1,1,Discourtesy,2749,Word
2010,5/12/17,1,1,Discourtesy,2750,Word
2010,5/12/17,1,1,Discourtesy,2782,Word
2010,5/12/17,1,1,Discourtesy,2799,Word
2010,5/12/17,1,1,Discourtesy,2800,Word
2010,5/12/17,1,1,Discourtesy,2801,Word
2010,5/12/17,1,1,Discourtesy,2802,Word
2010,5/12/17,1,1,Discourtesy,2803,Word
2010,5/12/17,1,1,Discourtesy,2804,Word
2010,5/12/17,1,1,Discourtesy,2805,Word
2010,5/12/17,1,1,Discourtesy,2833,Word
2010,5/12/17,1,1,Discourtesy,2856,Word
2010,5/12/17,1,1,Discourtesy,2857,Word
2010,5/12/17,1,1,Discourtesy,2858,Word
2010,5/12/17,1,1,Discourtesy,2859,Word
2010,5/12/17,1,1,Discourtesy,2907,Word
2010,5/12/17,1,1,Discourtesy,2908,Word
2010,5/12/17,1,1,Discourtesy,2909,Word
2010,5/12/17,1,1,Discourtesy,2910,Word
2010,5/12/17,1,1,Discourtesy,2911,Word
2010,5/12/17,1,1,Discourtesy,2938,Word
2010,5/12/17,1,1,Discourtesy,2941,Word
2010,5/12/17,1,1,Discourtesy,2954,Word
2010,5/12/17,1,1,Discourtesy,2971,Word
2010,5/12/17,1,1,Discourtesy,2972,Word
2010,5/12/17,1,1,Discourtesy,2973,Word
2010,5/12/17,1,1,Discourtesy,3015,Word
2010,5/12/17,1,1,Discourtesy,3026,Word
2010,5/12/17,1,1,Discourtesy,3060,Word
2010,5/12/17,1,1,Discourtesy,3077,Word
2010,5/12/17,1,1,Discourtesy,3078,Word
2010,5/12/17,1,1,Discourtesy,3079,Word
2010,5/12/17,1,1,Discourtesy,3080,Word
2010,5/12/17,1,1,Discourtesy,3081,Word
2010,5/12/17,1,1,Discourtesy,3112,Word
2010,5/12/17,1,1,Discourtesy,3113,Word
2010,5/12/17,1,1,Discourtesy,3132,Word
2010,5/12/17,1,1,Discourtesy,3133,Word
2010,5/12/17,1,1,Discourtesy,3134,Word
2010,5/12/17,1,1,Discourtesy,3135,Word
2010,5/12/17,1,1,Discourtesy,3172,Word
2010,5/12/17,1,1,Discourtesy,3191,Word
2010,5/12/17,1,1,Discourtesy,3192,Word
2010,5/12/17,1,1,Discourtesy,3224,Word
2010,5/12/17,1,1,Discourtesy,3244,Word
2010,5/12/17,1,1,Discourtesy,3245,Word
2010,5/12/17,1,1,Discourtesy,3275,Word
2010,5/12/17,1,1,Discourtesy,3294,Word
2010,5/12/17,1,1,Discourtesy,3295,Word
2010,5/12/17,1,1,Discourtesy,3296,Word
2010,5/12/17,1,1,Discourtesy,3297,Word
2010,5/12/17,1,1,Discourtesy,3323,Word
2010,5/12/17,1,1,Discourtesy,3326,Word
2010,5/12/17,1,1,Discourtesy,3345,Word
2010,5/12/17,1,1,Discourtesy,3356,Word
2010,5/12/17,1,1,Discourtesy,3357,Word
2011,5/12/17,1,1,Discourtesy,2588,Action
2011,5/12/17,1,1,Discourtesy,2860,Action
2011,5/12/17,1,1,Discourtesy,3027,Demeanor/tone
2011,5/12/17,1,1,Discourtesy,3270,Gesture
2011,5/12/17,1,1,Discourtesy,2530,Word
2011,5/12/17,1,1,Discourtesy,2531,Word
2011,5/12/17,1,1,Discourtesy,2567,Word
2011,5/12/17,1,1,Discourtesy,2584,Word
2011,5/12/17,1,1,Discourtesy,2585,Word
2011,5/12/17,1,1,Discourtesy,2586,Word
2011,5/12/17,1,1,Discourtesy,2587,Word
2011,5/12/17,1,1,Discourtesy,2589,Word
2011,5/12/17,1,1,Discourtesy,2615,Word
2011,5/12/17,1,1,Discourtesy,2641,Word
2011,5/12/17,1,1,Discourtesy,2642,Word
2011,5/12/17,1,1,Discourtesy,2662,Word
2011,5/12/17,1,1,Discourtesy,2669,Word
2011,5/12/17,1,1,Discourtesy,2678,Word
2011,5/12/17,1,1,Discourtesy,2690,Word
2011,5/12/17,1,1,Discourtesy,2691,Word
2011,5/12/17,1,1,Discourtesy,2717,Word
2011,5/12/17,1,1,Discourtesy,2721,Word
2011,5/12/17,1,1,Discourtesy,2722,Word
2011,5/12/17,1,1,Discourtesy,2725,Word
2011,5/12/17,1,1,Discourtesy,2735,Word
2011,5/12/17,1,1,Discourtesy,2806,Word
2011,5/12/17,1,1,Discourtesy,2807,Word
2011,5/12/17,1,1,Discourtesy,2861,Word
2011,5/12/17,1,1,Discourtesy,2862,Word
2011,5/12/17,1,1,Discourtesy,2880,Word
2011,5/12/17,1,1,Discourtesy,2888,Word
2011,5/12/17,1,1,Discourtesy,2912,Word
2011,5/12/17,1,1,Discourtesy,2913,Word
2011,5/12/17,1,1,Discourtesy,2974,Word
2011,5/12/17,1,1,Discourtesy,2975,Word
2011,5/12/17,1,1,Discourtesy,2976,Word
2011,5/12/17,1,1,Discourtesy,2977,Word
2011,5/12/17,1,1,Discourtesy,2996,Word
2011,5/12/17,1,1,Discourtesy,3000,Word
2011,5/12/17,1,1,Discourtesy,3006,Word
2011,5/12/17,1,1,Discourtesy,3028,Word
2011,5/12/17,1,1,Discourtesy,3029,Word
2011,5/12/17,1,1,Discourtesy,3030,Word
2011,5/12/17,1,1,Discourtesy,3031,Word
2011,5/12/17,1,1,Discourtesy,3032,Word
2011,5/12/17,1,1,Discourtesy,3082,Word
2011,5/12/17,1,1,Discourtesy,3083,Word
2011,5/12/17,1,1,Discourtesy,3084,Word
2011,5/12/17,1,1,Discourtesy,3136,Word
2011,5/12/17,1,1,Discourtesy,3137,Word
2011,5/12/17,1,1,Discourtesy,3138,Word
2011,5/12/17,1,1,Discourtesy,3169,Word
2011,5/12/17,1,1,Discourtesy,3193,Word
2011,5/12/17,1,1,Discourtesy,3194,Word
2011,5/12/17,1,1,Discourtesy,3195,Word
2011,5/12/17,1,1,Discourtesy,3196,Word
2011,5/12/17,1,1,Discourtesy,3216,Word
2011,5/12/17,1,1,Discourtesy,3219,Word
2011,5/12/17,1,1,Discourtesy,3222,Word
2011,5/12/17,1,1,Discourtesy,3230,Word
2011,5/12/17,1,1,Discourtesy,3246,Word
2011,5/12/17,1,1,Discourtesy,3281,Word
2011,5/12/17,1,1,Discourtesy,3299,Word
2011,5/12/17,1,1,Discourtesy,3300,Word
2011,5/12/17,1,1,Discourtesy,3330,Word
2011,5/12/17,1,1,Discourtesy,3331,Word
2011,5/12/17,1,1,Discourtesy,3358,Word
2011,5/12/17,1,1,Discourtesy,3359,Word
2011,5/12/17,1,1,Discourtesy,3360,Word
2011,5/12/17,1,1,Discourtesy,3361,Word
2012,5/12/17,1,1,Discourtesy,2590,Action
2012,5/12/17,1,1,Discourtesy,2915,Action
2012,5/12/17,1,1,Discourtesy,3247,Action
2012,5/12/17,1,1,Discourtesy,2565,Word
2012,5/12/17,1,1,Discourtesy,2570,Word
2012,5/12/17,1,1,Discourtesy,2643,Word
2012,5/12/17,1,1,Discourtesy,2644,Word
2012,5/12/17,1,1,Discourtesy,2692,Word
2012,5/12/17,1,1,Discourtesy,2693,Word
2012,5/12/17,1,1,Discourtesy,2694,Word
2012,5/12/17,1,1,Discourtesy,2695,Word
2012,5/12/17,1,1,Discourtesy,2751,Word
2012,5/12/17,1,1,Discourtesy,2752,Word
2012,5/12/17,1,1,Discourtesy,2756,Word
2012,5/12/17,1,1,Discourtesy,2789,Word
2012,5/12/17,1,1,Discourtesy,2808,Word
2012,5/12/17,1,1,Discourtesy,2825,Word
2012,5/12/17,1,1,Discourtesy,2840,Word
2012,5/12/17,1,1,Discourtesy,2891,Word
2012,5/12/17,1,1,Discourtesy,2914,Word
2012,5/12/17,1,1,Discourtesy,2916,Word
2012,5/12/17,1,1,Discourtesy,2917,Word
2012,5/12/17,1,1,Discourtesy,2951,Word
2012,5/12/17,1,1,Discourtesy,2978,Word
2012,5/12/17,1,1,Discourtesy,3033,Word
2012,5/12/17,1,1,Discourtesy,3065,Word
2012,5/12/17,1,1,Discourtesy,3085,Word
2012,5/12/17,1,1,Discourtesy,3110,Word
2012,5/12/17,1,1,Discourtesy,3139,Word
2012,5/12/17,1,1,Discourtesy,3140,Word
2012,5/12/17,1,1,Discourtesy,3175,Word
2012,5/12/17,1,1,Discourtesy,3198,Word
2012,5/12/17,1,1,Discourtesy,3248,Word
2012,5/12/17,1,1,Discourtesy,3249,Word
2012,5/12/17,1,1,Discourtesy,3267,Word
2012,5/12/17,1,1,Discourtesy,3273,Word
2012,5/12/17,1,1,Discourtesy,3301,Word
2012,5/12/17,1,1,Discourtesy,3334,Word
2012,5/12/17,1,1,Discourtesy,3362,Word
2012,5/12/17,1,1,Discourtesy,3363,Word
2013,5/12/17,1,1,Discourtesy,2498,Action
2013,5/12/17,1,1,Discourtesy,2605,Action
2013,5/12/17,1,1,Discourtesy,2696,Action
2013,5/12/17,1,1,Discourtesy,2809,Action
2013,5/12/17,1,1,Discourtesy,2922,Action
2013,5/12/17,1,1,Discourtesy,2923,Action
2013,5/12/17,1,1,Discourtesy,3037,Action
2013,5/12/17,1,1,Discourtesy,3252,Action
2013,5/12/17,1,1,Discourtesy,3346,Action
2013,5/12/17,1,1,Discourtesy,3364,Action
2013,5/12/17,1,1,Discourtesy,2594,Gesture
2013,5/12/17,1,1,Discourtesy,3054,Gesture
2013,5/12/17,1,1,Discourtesy,2494,Word
2013,5/12/17,1,1,Discourtesy,2501,Word
2013,5/12/17,1,1,Discourtesy,2512,Word
2013,5/12/17,1,1,Discourtesy,2532,Word
2013,5/12/17,1,1,Discourtesy,2533,Word
2013,5/12/17,1,1,Discourtesy,2534,Word
2013,5/12/17,1,1,Discourtesy,2535,Word
2013,5/12/17,1,1,Discourtesy,2561,Word
2013,5/12/17,1,1,Discourtesy,2591,Word
2013,5/12/17,1,1,Discourtesy,2592,Word
2013,5/12/17,1,1,Discourtesy,2593,Word
2013,5/12/17,1,1,Discourtesy,2612,Word
2013,5/12/17,1,1,Discourtesy,2621,Word
2013,5/12/17,1,1,Discourtesy,2645,Word
2013,5/12/17,1,1,Discourtesy,2672,Word
2013,5/12/17,1,1,Discourtesy,2753,Word
2013,5/12/17,1,1,Discourtesy,2754,Word
2013,5/12/17,1,1,Discourtesy,2755,Word
2013,5/12/17,1,1,Discourtesy,2757,Word
2013,5/12/17,1,1,Discourtesy,2758,Word
2013,5/12/17,1,1,Discourtesy,2773,Word
2013,5/12/17,1,1,Discourtesy,2779,Word
2013,5/12/17,1,1,Discourtesy,2810,Word
2013,5/12/17,1,1,Discourtesy,2811,Word
2013,5/12/17,1,1,Discourtesy,2812,Word
2013,5/12/17,1,1,Discourtesy,2828,Word
2013,5/12/17,1,1,Discourtesy,2830,Word
2013,5/12/17,1,1,Discourtesy,2863,Word
2013,5/12/17,1,1,Discourtesy,2864,Word
2013,5/12/17,1,1,Discourtesy,2865,Word
2013,5/12/17,1,1,Discourtesy,2866,Word
2013,5/12/17,1,1,Discourtesy,2918,Word
2013,5/12/17,1,1,Discourtesy,2919,Word
2013,5/12/17,1,1,Discourtesy,2920,Word
2013,5/12/17,1,1,Discourtesy,2921,Word
2013,5/12/17,1,1,Discourtesy,2942,Word
2013,5/12/17,1,1,Discourtesy,2947,Word
2013,5/12/17,1,1,Discourtesy,2948,Word
2013,5/12/17,1,1,Discourtesy,2957,Word
2013,5/12/17,1,1,Discourtesy,2979,Word
2013,5/12/17,1,1,Discourtesy,2980,Word
2013,5/12/17,1,1,Discourtesy,2981,Word
2013,5/12/17,1,1,Discourtesy,3004,Word
2013,5/12/17,1,1,Discourtesy,3034,Word
2013,5/12/17,1,1,Discourtesy,3035,Word
2013,5/12/17,1,1,Discourtesy,3036,Word
2013,5/12/17,1,1,Discourtesy,3053,Word
2013,5/12/17,1,1,Discourtesy,3057,Word
2013,5/12/17,1,1,Discourtesy,3086,Word
2013,5/12/17,1,1,Discourtesy,3100,Word
2013,5/12/17,1,1,Discourtesy,3116,Word
2013,5/12/17,1,1,Discourtesy,3141,Word
2013,5/12/17,1,1,Discourtesy,3142,Word
2013,5/12/17,1,1,Discourtesy,3162,Word
2013,5/12/17,1,1,Discourtesy,3165,Word
2013,5/12/17,1,1,Discourtesy,3197,Word
2013,5/12/17,1,1,Discourtesy,3199,Word
2013,5/12/17,1,1,Discourtesy,3200,Word
2013,5/12/17,1,1,Discourtesy,3250,Word
2013,5/12/17,1,1,Discourtesy,3251,Word
2013,5/12/17,1,1,Discourtesy,3253,Word
2013,5/12/17,1,1,Discourtesy,3254,Word
2013,5/12/17,1,1,Discourtesy,3302,Word
2013,5/12/17,1,1,Discourtesy,3303,Word
2013,5/12/17,1,1,Discourtesy,3304,Word
2013,5/12/17,1,1,Discourtesy,3305,Word
2013,5/12/17,1,1,Discourtesy,3306,Word
2013,5/12/17,1,1,Discourtesy,3327,Word
2013,5/12/17,1,1,Discourtesy,3337,Word
2013,5/12/17,1,1,Discourtesy,3365,Word
2013,5/12/17,1,1,Discourtesy,3366,Word
2014,5/12/17,1,1,Discourtesy,2541,Action
2014,5/12/17,1,1,Discourtesy,2543,Action
2014,5/12/17,1,1,Discourtesy,2597,Action
2014,5/12/17,1,1,Discourtesy,2699,Action
2014,5/12/17,1,1,Discourtesy,2718,Action
2014,5/12/17,1,1,Discourtesy,2736,Action
2014,5/12/17,1,1,Discourtesy,2783,Action
2014,5/12/17,1,1,Discourtesy,2841,Action
2014,5/12/17,1,1,Discourtesy,2871,Action
2014,5/12/17,1,1,Discourtesy,2924,Action
2014,5/12/17,1,1,Discourtesy,2925,Action
2014,5/12/17,1,1,Discourtesy,2939,Action
2014,5/12/17,1,1,Discourtesy,3090,Action
2014,5/12/17,1,1,Discourtesy,3093,Action
2014,5/12/17,1,1,Discourtesy,3111,Action
2014,5/12/17,1,1,Discourtesy,3207,Action
2014,5/12/17,1,1,Discourtesy,3217,Action
2014,5/12/17,1,1,Discourtesy,3282,Action
2014,5/12/17,1,1,Discourtesy,3308,Action
2014,5/12/17,1,1,Discourtesy,2646,Gesture
2014,5/12/17,1,1,Discourtesy,2719,Gesture
2014,5/12/17,1,1,Discourtesy,2826,Gesture
2014,5/12/17,1,1,Discourtesy,3276,Gesture
2014,5/12/17,1,1,Discourtesy,2499,Word
2014,5/12/17,1,1,Discourtesy,2506,Word
2014,5/12/17,1,1,Discourtesy,2536,Word
2014,5/12/17,1,1,Discourtesy,2537,Word
2014,5/12/17,1,1,Discourtesy,2538,Word
2014,5/12/17,1,1,Discourtesy,2539,Word
2014,5/12/17,1,1,Discourtesy,2540,Word
2014,5/12/17,1,1,Discourtesy,2542,Word
2014,5/12/17,1,1,Discourtesy,2544,Word
2014,5/12/17,1,1,Discourtesy,2545,Word
2014,5/12/17,1,1,Discourtesy,2555,Word
2014,5/12/17,1,1,Discourtesy,2595,Word
2014,5/12/17,1,1,Discourtesy,2608,Word
2014,5/12/17,1,1,Discourtesy,2609,Word
2014,5/12/17,1,1,Discourtesy,2647,Word
2014,5/12/17,1,1,Discourtesy,2648,Word
2014,5/12/17,1,1,Discourtesy,2649,Word
2014,5/12/17,1,1,Discourtesy,2650,Word
2014,5/12/17,1,1,Discourtesy,2663,Word
2014,5/12/17,1,1,Discourtesy,2676,Word
2014,5/12/17,1,1,Discourtesy,2697,Word
2014,5/12/17,1,1,Discourtesy,2698,Word
2014,5/12/17,1,1,Discourtesy,2700,Word
2014,5/12/17,1,1,Discourtesy,2701,Word
2014,5/12/17,1,1,Discourtesy,2702,Word
2014,5/12/17,1,1,Discourtesy,2729,Word
2014,5/12/17,1,1,Discourtesy,2759,Word
2014,5/12/17,1,1,Discourtesy,2760,Word
2014,5/12/17,1,1,Discourtesy,2761,Word
2014,5/12/17,1,1,Discourtesy,2774,Word
2014,5/12/17,1,1,Discourtesy,2777,Word
2014,5/12/17,1,1,Discourtesy,2813,Word
2014,5/12/17,1,1,Discourtesy,2814,Word
2014,5/12/17,1,1,Discourtesy,2815,Word
2014,5/12/17,1,1,Discourtesy,2816,Word
2014,5/12/17,1,1,Discourtesy,2817,Word
2014,5/12/17,1,1,Discourtesy,2834,Word
2014,5/12/17,1,1,Discourtesy,2842,Word
2014,5/12/17,1,1,Discourtesy,2867,Word
2014,5/12/17,1,1,Discourtesy,2868,Word
2014,5/12/17,1,1,Discourtesy,2869,Word
2014,5/12/17,1,1,Discourtesy,2870,Word
2014,5/12/17,1,1,Discourtesy,2881,Word
2014,5/12/17,1,1,Discourtesy,2897,Word
2014,5/12/17,1,1,Discourtesy,2926,Word
2014,5/12/17,1,1,Discourtesy,2940,Word
2014,5/12/17,1,1,Discourtesy,2982,Word
2014,5/12/17,1,1,Discourtesy,2997,Word
2014,5/12/17,1,1,Discourtesy,3007,Word
2014,5/12/17,1,1,Discourtesy,3009,Word
2014,5/12/17,1,1,Discourtesy,3038,Word
2014,5/12/17,1,1,Discourtesy,3039,Word
2014,5/12/17,1,1,Discourtesy,3051,Word
2014,5/12/17,1,1,Discourtesy,3087,Word
2014,5/12/17,1,1,Discourtesy,3088,Word
2014,5/12/17,1,1,Discourtesy,3089,Word
2014,5/12/17,1,1,Discourtesy,3091,Word
2014,5/12/17,1,1,Discourtesy,3092,Word
2014,5/12/17,1,1,Discourtesy,3104,Word
2014,5/12/17,1,1,Discourtesy,3106,Word
2014,5/12/17,1,1,Discourtesy,3143,Word
2014,5/12/17,1,1,Discourtesy,3144,Word
2014,5/12/17,1,1,Discourtesy,3145,Word
2014,5/12/17,1,1,Discourtesy,3160,Word
2014,5/12/17,1,1,Discourtesy,3176,Word
2014,5/12/17,1,1,Discourtesy,3201,Word
2014,5/12/17,1,1,Discourtesy,3202,Word
2014,5/12/17,1,1,Discourtesy,3203,Word
2014,5/12/17,1,1,Discourtesy,3204,Word
2014,5/12/17,1,1,Discourtesy,3205,Word
2014,5/12/17,1,1,Discourtesy,3206,Word
2014,5/12/17,1,1,Discourtesy,3225,Word
2014,5/12/17,1,1,Discourtesy,3231,Word
2014,5/12/17,1,1,Discourtesy,3255,Word
2014,5/12/17,1,1,Discourtesy,3256,Word
2014,5/12/17,1,1,Discourtesy,3257,Word
2014,5/12/17,1,1,Discourtesy,3268,Word
2014,5/12/17,1,1,Discourtesy,3307,Word
2014,5/12/17,1,1,Discourtesy,3309,Word
2014,5/12/17,1,1,Discourtesy,3332,Word
2014,5/12/17,1,1,Discourtesy,3367,Word
2014,5/12/17,1,1,Discourtesy,3368,Word
2014,5/12/17,1,1,Discourtesy,3369,Word
2015,5/12/17,1,1,Discourtesy,2510,Action
2015,5/12/17,1,1,Discourtesy,2558,Action
2015,5/12/17,1,1,Discourtesy,2566,Action
2015,5/12/17,1,1,Discourtesy,2606,Action
2015,5/12/17,1,1,Discourtesy,2622,Action
2015,5/12/17,1,1,Discourtesy,2652,Action
2015,5/12/17,1,1,Discourtesy,2764,Action
2015,5/12/17,1,1,Discourtesy,2786,Action
2015,5/12/17,1,1,Discourtesy,2889,Action
2015,5/12/17,1,1,Discourtesy,2953,Action
2015,5/12/17,1,1,Discourtesy,2987,Action
2015,5/12/17,1,1,Discourtesy,2990,Action
2015,5/12/17,1,1,Discourtesy,3001,Action
2015,5/12/17,1,1,Discourtesy,3005,Action
2015,5/12/17,1,1,Discourtesy,3041,Action
2015,5/12/17,1,1,Discourtesy,3042,Action
2015,5/12/17,1,1,Discourtesy,3061,Action
2015,5/12/17,1,1,Discourtesy,3063,Action
2015,5/12/17,1,1,Discourtesy,3208,Action
2015,5/12/17,1,1,Discourtesy,3258,Action
2015,5/12/17,1,1,Discourtesy,3374,Action
2015,5/12/17,1,1,Discourtesy,3055,Demeanor/tone
2015,5/12/17,1,1,Discourtesy,3151,Demeanor/tone
2015,5/12/17,1,1,Discourtesy,2619,Gesture
2015,5/12/17,1,1,Discourtesy,2513,Word
2015,5/12/17,1,1,Discourtesy,2546,Word
2015,5/12/17,1,1,Discourtesy,2547,Word
2015,5/12/17,1,1,Discourtesy,2571,Word
2015,5/12/17,1,1,Discourtesy,2596,Word
2015,5/12/17,1,1,Discourtesy,2598,Word
2015,5/12/17,1,1,Discourtesy,2599,Word
2015,5/12/17,1,1,Discourtesy,2616,Word
2015,5/12/17,1,1,Discourtesy,2617,Word
2015,5/12/17,1,1,Discourtesy,2623,Word
2015,5/12/17,1,1,Discourtesy,2651,Word
2015,5/12/17,1,1,Discourtesy,2653,Word
2015,5/12/17,1,1,Discourtesy,2667,Word
2015,5/12/17,1,1,Discourtesy,2670,Word
2015,5/12/17,1,1,Discourtesy,2703,Word
2015,5/12/17,1,1,Discourtesy,2704,Word
2015,5/12/17,1,1,Discourtesy,2705,Word
2015,5/12/17,1,1,Discourtesy,2723,Word
2015,5/12/17,1,1,Discourtesy,2726,Word
2015,5/12/17,1,1,Discourtesy,2727,Word
2015,5/12/17,1,1,Discourtesy,2732,Word
2015,5/12/17,1,1,Discourtesy,2762,Word
2015,5/12/17,1,1,Discourtesy,2763,Word
2015,5/12/17,1,1,Discourtesy,2787,Word
2015,5/12/17,1,1,Discourtesy,2818,Word
2015,5/12/17,1,1,Discourtesy,2819,Word
2015,5/12/17,1,1,Discourtesy,2838,Word
2015,5/12/17,1,1,Discourtesy,2872,Word
2015,5/12/17,1,1,Discourtesy,2873,Word
2015,5/12/17,1,1,Discourtesy,2874,Word
2015,5/12/17,1,1,Discourtesy,2875,Word
2015,5/12/17,1,1,Discourtesy,2885,Word
